%time,field.x,field.y,field.z
1511015404264401034,0.178428955078,0.0251477050781,9.71659423828
1511015404274471229,0.182021484375,0.0323327636719,9.71060668945
1511015404284477049,0.188009033203,0.0263452148438,9.71300170898
1511015404294514209,0.189206542969,0.0335302734375,9.71300170898
1511015404304544466,0.192799072266,0.0359252929688,9.70821166992
1511015404314465341,0.188009033203,0.0395178222656,9.71300170898
1511015404324510590,0.184416503906,0.047900390625,9.70940917969
1511015404334491099,0.178428955078,0.047900390625,9.70701416016
1511015404344491817,0.179626464844,0.0502954101563,9.70461914063
1511015404354395882,0.180823974609,0.0443078613281,9.70701416016
1511015404364531985,0.178428955078,0.0467028808594,9.70701416016
1511015404374500395,0.178428955078,0.0443078613281,9.70342163086
1511015404384481260,0.17244140625,0.0467028808594,9.70102661133
1511015404394417682,0.178428955078,0.0455053710938,9.69623657227
1511015404405175917,0.183218994141,0.0431103515625,9.70581665039
1511015404414508660,0.189206542969,0.0395178222656,9.70821166992
1511015404424475278,0.184416503906,0.0431103515625,9.70821166992
1511015404434430741,0.184416503906,0.0467028808594,9.71300170898
1511015404444654852,0.186811523438,0.0502954101563,9.70821166992
1511015404454555544,0.182021484375,0.0467028808594,9.70940917969
1511015404464503587,0.183218994141,0.047900390625,9.70940917969
1511015404474515215,0.179626464844,0.0443078613281,9.70581665039
1511015404484560001,0.182021484375,0.0455053710938,9.71300170898
1511015404494510228,0.179626464844,0.0419128417969,9.71180419922
1511015404504476289,0.189206542969,0.0419128417969,9.70940917969
1511015404514551991,0.182021484375,0.0443078613281,9.71898925781
1511015404524851945,0.192799072266,0.0371228027344,9.71180419922
1511015404534788816,0.166453857422,0.0407153320313,9.73575439453
1511015404544522963,0.197589111328,0.0383203125,9.70701416016
1511015404554494316,0.184416503906,0.0347277832031,9.72377929687
1511015404564714589,0.197589111328,0.0323327636719,9.71180419922
1511015404574528041,0.173638916016,0.0323327636719,9.73216186523
1511015404584473172,0.190404052734,0.0347277832031,9.70940917969
1511015404594507907,0.179626464844,0.0335302734375,9.72737182617
1511015404604688762,0.195194091797,0.0359252929688,9.72018676758
1511015404614636648,0.189206542969,0.0371228027344,9.72737182617
1511015404624498248,0.188009033203,0.0419128417969,9.72737182617
1511015404634601532,0.185614013672,0.0431103515625,9.72617431641
1511015404644518752,0.179626464844,0.047900390625,9.73096435547
1511015404654550556,0.186811523438,0.047900390625,9.72856933594
1511015404664506762,0.195194091797,0.0431103515625,9.72258178711
1511015404674735734,0.184416503906,0.0395178222656,9.72856933594
1511015404684538312,0.195194091797,0.0347277832031,9.71419921875
1511015404692981012,0.177231445313,0.0323327636719,9.70461914063
1511015404704539331,0.190404052734,0.0359252929688,9.70821166992
1511015404714578565,0.185614013672,0.0419128417969,9.71539672852
1511015404724616286,0.190404052734,0.047900390625,9.72138427734
1511015404734539068,0.186811523438,0.0419128417969,9.71779174805
1511015404744565798,0.178428955078,0.0371228027344,9.71898925781
1511015404754734976,0.170046386719,0.0311352539063,9.72258178711
1511015404764510524,0.160466308594,0.0443078613281,9.73934692383
1511015404774418576,0.176033935547,0.0526904296875,9.73455688477
1511015404784680082,0.183218994141,0.0347277832031,9.72856933594
1511015404794521680,0.183218994141,0.0299377441406,9.72497680664
1511015404804510951,0.178428955078,0.0299377441406,9.73216186523
1511015404814452482,0.165256347656,0.0359252929688,9.7297668457
1511015404824717638,0.161663818359,0.0347277832031,9.71659423828
1511015404834494723,0.184416503906,0.0347277832031,9.71060668945
1511015404844498481,0.192799072266,0.028740234375,9.70701416016
1511015404854441371,0.192799072266,0.028740234375,9.71180419922
1511015404864785628,0.186811523438,0.0359252929688,9.71419921875
1511015404874712121,0.180823974609,0.0431103515625,9.72377929687
1511015404884568895,0.184416503906,0.0407153320313,9.72377929687
1511015404894656414,0.189206542969,0.0419128417969,9.72737182617
1511015404904530386,0.186811523438,0.0395178222656,9.71659423828
1511015404914548795,0.184416503906,0.0383203125,9.72497680664
1511015404924501976,0.178428955078,0.0407153320313,9.71779174805
1511015404934568047,0.179626464844,0.0431103515625,9.71898925781
1511015404944520893,0.189206542969,0.0347277832031,9.72138427734
1511015404954595546,0.195194091797,0.028740234375,9.72617431641
1511015404964405049,0.192799072266,0.028740234375,9.73096435547
1511015404974540731,0.188009033203,0.0323327636719,9.733359375
1511015404984655475,0.186811523438,0.0335302734375,9.7369519043
1511015404994646198,0.190404052734,0.0347277832031,9.7297668457
1511015405004447516,0.188009033203,0.0359252929688,9.71779174805
1511015405014734426,0.184416503906,0.0371228027344,9.71060668945
1511015405024554330,0.179626464844,0.0419128417969,9.70701416016
1511015405034575521,0.174836425781,0.0395178222656,9.71060668945
1511015405044514944,0.174836425781,0.0383203125,9.71659423828
1511015405054737123,0.176033935547,0.0347277832031,9.71898925781
1511015405064594818,0.186811523438,0.0347277832031,9.70821166992
1511015405074481409,0.186811523438,0.0323327636719,9.70581665039
1511015405084565655,0.182021484375,0.0311352539063,9.71419921875
1511015405094546347,0.184416503906,0.028740234375,9.71180419922
1511015405104676459,0.178428955078,0.028740234375,9.71779174805
1511015405114413139,0.179626464844,0.028740234375,9.70701416016
1511015405124494740,0.183218994141,0.0311352539063,9.70461914063
1511015405134561414,0.184416503906,0.0347277832031,9.71180419922
1511015405144543590,0.183218994141,0.0407153320313,9.71898925781
1511015405154425615,0.184416503906,0.0359252929688,9.71779174805
1511015405164665627,0.190404052734,0.0383203125,9.71779174805
1511015405174501312,0.185614013672,0.0371228027344,9.72377929687
1511015405184507549,0.183218994141,0.0359252929688,9.72617431641
1511015405194413838,0.179626464844,0.0383203125,9.72737182617
1511015405204554537,0.178428955078,0.0347277832031,9.72497680664
1511015405214525749,0.171243896484,0.0359252929688,9.71539672852
1511015405224534432,0.168848876953,0.0359252929688,9.72497680664
1511015405234637634,0.171243896484,0.0383203125,9.72617431641
1511015405244596432,0.170046386719,0.0431103515625,9.72737182617
1511015405254546873,0.170046386719,0.0455053710938,9.73575439453
1511015405264431906,0.166453857422,0.0490979003906,9.7297668457
1511015405274550373,0.182021484375,0.0467028808594,9.71419921875
1511015405284495191,0.189206542969,0.0383203125,9.71539672852
1511015405294548003,0.201181640625,0.0263452148438,9.71060668945
1511015405304476406,0.167651367188,0.0706530761719,9.73575439453
1511015405314460685,0.251477050781,0.0490979003906,9.73575439453
1511015405324589401,0.202379150391,0.0586779785156,9.74772949219
1511015405334524367,0.209564208984,0.0431103515625,9.72617431641
1511015405344461130,0.167651367188,0.0969982910156,9.72258178711
1511015405354526737,0.201181640625,0.076640625,9.74293945313
1511015405364576127,0.205971679688,0.0778381347656,9.73575439453
1511015405374529626,0.213156738281,0.0754431152344,9.73096435547
1511015405384452236,0.193996582031,0.05748046875,9.7297668457
1511015405394548945,0.165256347656,0.0538879394531,9.71300170898
1511015405404536868,0.180823974609,0.0514929199219,9.71060668945
1511015405414550980,0.190404052734,0.0431103515625,9.71898925781
1511015405424457749,0.185614013672,0.0407153320313,9.71419921875
1511015405434527298,0.183218994141,0.0311352539063,9.70581665039
1511015405444530949,0.164058837891,0.0323327636719,9.70821166992
1511015405454560900,0.162861328125,0.0443078613281,9.70821166992
1511015405464501260,0.174836425781,0.0526904296875,9.71060668945
1511015405474545554,0.179626464844,0.0443078613281,9.71180419922
1511015405484491114,0.184416503906,0.0383203125,9.71419921875
1511015405494503204,0.177231445313,0.0371228027344,9.71539672852
1511015405504463321,0.177231445313,0.0443078613281,9.71779174805
1511015405514537728,0.174836425781,0.0502954101563,9.71539672852
1511015405524498034,0.173638916016,0.0514929199219,9.72138427734
1511015405534626339,0.182021484375,0.047900390625,9.71659423828
1511015405544499604,0.184416503906,0.0443078613281,9.71898925781
1511015405554503779,0.177231445313,0.0407153320313,9.72138427734
1511015405564546648,0.174836425781,0.0323327636719,9.72377929687
1511015405574545071,0.17244140625,0.0323327636719,9.72617431641
1511015405584504731,0.17244140625,0.0263452148438,9.72497680664
1511015405594558664,0.174836425781,0.0263452148438,9.72377929687
1511015405604552972,0.171243896484,0.0311352539063,9.71779174805
1511015405614550346,0.171243896484,0.0299377441406,9.71779174805
1511015405624507365,0.17244140625,0.0275427246094,9.71300170898
1511015405634552389,0.164058837891,0.0239501953125,9.70701416016
1511015405644525986,0.165256347656,0.0275427246094,9.70461914063
1511015405654478650,0.164058837891,0.0323327636719,9.70581665039
1511015405664445777,0.167651367188,0.0335302734375,9.70701416016
1511015405674519673,0.164058837891,0.0323327636719,9.71180419922
1511015405684534051,0.170046386719,0.0371228027344,9.71539672852
1511015405694522318,0.171243896484,0.0371228027344,9.71419921875
1511015405704474407,0.177231445313,0.0395178222656,9.71300170898
1511015405714532030,0.173638916016,0.0359252929688,9.72497680664
1511015405724530207,0.168848876953,0.0335302734375,9.72737182617
1511015405734511079,0.167651367188,0.0323327636719,9.72377929687
1511015405744468893,0.167651367188,0.0347277832031,9.72377929687
1511015405754532003,0.168848876953,0.0395178222656,9.71659423828
1511015405764538462,0.173638916016,0.0419128417969,9.71539672852
1511015405774490695,0.174836425781,0.0335302734375,9.71779174805
1511015405784466034,0.177231445313,0.0383203125,9.70701416016
1511015405794498285,0.178428955078,0.0383203125,9.71419921875
1511015405804502208,0.179626464844,0.0395178222656,9.71539672852
1511015405814509251,0.177231445313,0.0419128417969,9.70940917969
1511015405824447583,0.184416503906,0.0395178222656,9.70701416016
1511015405834494662,0.184416503906,0.0419128417969,9.71180419922
1511015405844475502,0.184416503906,0.0455053710938,9.71060668945
1511015405854504055,0.183218994141,0.0431103515625,9.71659423828
1511015405864456965,0.179626464844,0.0431103515625,9.70581665039
1511015405874510504,0.182021484375,0.0347277832031,9.70940917969
1511015405884588128,0.180823974609,0.0395178222656,9.71779174805
1511015405894573968,0.174836425781,0.0395178222656,9.72138427734
1511015405904460241,0.171243896484,0.0407153320313,9.71779174805
1511015405914503203,0.17244140625,0.0371228027344,9.71060668945
1511015405924497941,0.310155029297,-0.141306152344,10.0926123047
1511015405934500576,-0.180823974609,0.00119750976563,9.98723144531
1511015405944495286,-0.143701171875,0.0395178222656,9.89861572266
1511015405954588078,-0.0239501953125,0.0311352539063,9.86987548828
1511015405964465821,-0.0167651367188,0.0335302734375,9.82916015625
1511015405974542837,0.0,0.0299377441406,9.80520996094
1511015405984470184,-0.00119750976563,0.0311352539063,9.78964233398
1511015405994509909,-0.0826281738281,0.0263452148438,9.83634521484
1511015406004646558,0.0215551757813,0.0275427246094,9.78724731445
1511015406014552333,0.229921875,0.0419128417969,9.65671875
1511015406024461743,0.09580078125,0.0311352539063,9.75012451172
1511015406034472132,0.143701171875,0.0359252929688,9.71539672852
1511015406044700861,0.152083740234,0.0311352539063,9.71060668945
1511015406054696258,0.140108642578,0.0275427246094,9.72617431641
1511015406064590769,0.160466308594,0.0299377441406,9.71539672852
1511015406074546064,0.154478759766,0.028740234375,9.72018676758
1511015406084719515,0.159268798828,0.028740234375,9.72018676758
1511015406094535650,0.166453857422,0.0323327636719,9.72018676758
1511015406104515774,0.162861328125,0.0359252929688,9.71898925781
1511015406114507668,0.166453857422,0.0383203125,9.70701416016
1511015406124557547,0.164058837891,0.0395178222656,9.71060668945
1511015406134494581,0.167651367188,0.0383203125,9.70701416016
1511015406144563929,0.170046386719,0.0455053710938,9.71060668945
1511015406154535985,0.171243896484,0.0455053710938,9.70821166992
1511015406164543832,0.17244140625,0.0514929199219,9.71060668945
1511015406174540293,0.168848876953,0.0419128417969,9.70581665039
1511015406184482800,0.168848876953,0.0443078613281,9.69982910156
1511015406194612496,0.171243896484,0.047900390625,9.69982910156
1511015406204602977,0.165256347656,0.047900390625,9.70342163086
1511015406214518395,0.168848876953,0.0502954101563,9.70461914063
1511015406224453247,0.164058837891,0.0443078613281,9.70821166992
1511015406234581806,0.159268798828,0.0443078613281,9.71539672852
1511015406244593158,0.164058837891,0.0431103515625,9.71659423828
1511015406254557477,0.166453857422,0.0455053710938,9.71539672852
1511015406264517667,0.165256347656,0.0431103515625,9.71180419922
1511015406274584649,0.162861328125,0.0431103515625,9.71300170898
1511015406284558318,0.162861328125,0.0502954101563,9.70940917969
