%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1509030497005332431,21790,1509030497005139313,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066046395034,0.0106526443603,-0.0788295682663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.622705078125,-0.232316894531,9.33339111328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497015000679,21791,1509030497014701694,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031957933081,-0.0191747598486,-0.0511326929295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.553249511719,-0.21076171875,9.3118359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497024456633,21792,1509030497024296504,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031957933081,-0.0564590151097,0.0138484376684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.495769042969,-0.201181640625,9.30225585938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497034325527,21793,1509030497034123818,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181094954125,-0.0990695925509,0.0692421883421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.428708496094,-0.222736816406,9.27591064453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497064825415,21794,1509030497064665905,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.102265385859,-0.127831732324,-0.0298274042089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.253872070313,-0.510139160156,9.25914550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497076341555,21795,1509030497076124401,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.170442309765,-0.120374881272,-0.138484376684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.301772460938,-0.570014648438,9.26393554688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497093937060,21796,1509030497093761632,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20666130059,-0.112918030219,-0.223705531567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.387993164063,-0.550854492188,9.29507080078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497096379566,21797,1509030497096209347,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.189617069614,-0.108656972475,-0.251402406903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.481398925781,-0.435893554688,9.36931640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497105327963,21798,1509030497105180435,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.125701203452,-0.0926780059348,-0.183225482997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.562829589844,-0.3065625,9.43398193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497116869454,21799,1509030497116678859,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0415453130052,-0.0628506017259,-0.0511326929295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.625100097656,-0.225131835938,9.4651171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497124564416,21800,1509030497124330388,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138484376684,-0.00532632218016,0.0543284862376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.668210449219,-0.184416503906,9.49864746094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497135925284,21801,1509030497135791958,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276968753368,0.0692421883421,0.06711165947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6514453125,-0.148491210938,9.52738769531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497144642517,21802,1509030497144429795,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266316109008,0.178964425253,-0.0276968753368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.536484375,-0.110170898438,9.54654785156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497154330834,21803,1509030497154173284,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0585895439817,0.267381373444,-0.162985458713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.347277832031,-0.126936035156,9.48906738281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497165163582,21804,1509030497164931676,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0926780059348,0.281229811112,-0.245010820287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.170046386719,-0.138911132813,9.3884765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497175052444,21805,1509030497174810355,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101200121423,0.176833896381,-0.243945555851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0646655273438,-0.148491210938,9.27112060547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497184832397,21806,1509030497184595022,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0639158661619,0.00213052887206,-0.154463343225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.067060546875,-0.208366699219,9.14897460938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497194509216,21807,1509030497194328447,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00958737992429,-0.160854929841,-0.0383495196971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.146096191406,-0.3065625,9.03880371094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497205491333,21808,1509030497205281069,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0479368996214,-0.250337142467,0.0394147841332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285007324219,-0.409548339844,8.95737304688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497221391042,21809,1509030497221199639,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0809600971384,-0.236488704799,0.0362189908251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.490979003906,-0.510139160156,8.91905273438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497226172284,21810,1509030497226023904,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0958737992429,-0.153398078789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.749641113281,-0.586779785156,8.90228759766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497234089322,21811,1509030497233914671,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0980043281149,-0.0191747598486,-0.0383495196971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.950822753906,-0.622705078125,8.91426269531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497244877740,21812,1509030497244677706,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0585895439817,0.0980043281149,-0.0553937506736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.02027832031,-0.622705078125,8.93821289062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497256385188,21813,1509030497256187388,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0159789665405,0.164050723149,-0.0543284862376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.948427734375,-0.558039550781,8.99329833984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497265059407,21814,1509030497264909098,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127831732324,0.142745434428,-0.0266316109008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.783171386719,-0.467028808594,9.05796386719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497274778642,21815,1509030497274550271,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159789665405,0.0703074527781,0.0223705531567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.577199707031,-0.399968261719,9.10346923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030497284258360,21816,1509030497284107719,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0106526443603,-0.0213052887206,0.066046395034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.385598144531,-0.347277832031,9.14178955078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
