%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1509030502174415156,22306,1509030502174135240,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0532632218016,0.0500674284935,-0.270577166752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24908203125,0.234711914062,9.30704589844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502185033473,22307,1509030502184780680,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0617853372898,-0.0362189908251,-0.275903488932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289797363281,0.222736816406,9.27591064453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502194855025,22308,1509030502194568875,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0490021640575,-0.0980043281149,-0.227966589311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296982421875,0.162861328125,9.22801025391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502204383674,22309,1509030502204198716,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0521979573656,-0.122505410144,-0.164050723149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282612304688,0.100590820313,9.14657958984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502214087144,22310,1509030502213844921,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0777643038303,-0.120374881272,-0.143810698864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273032226563,0.0694555664063,9.10107421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502224606628,22311,1509030502224380546,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.110787501347,-0.105461179167,-0.18535601187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261057128906,0.0359252929688,9.120234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502234013502,22312,1509030502233882759,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.136353847812,-0.0980043281149,-0.267381373444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205971679688,0.0526904296875,9.18968994141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502244850161,22313,1509030502244640766,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.157659136533,-0.0617853372898,-0.341949883966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143701171875,0.05748046875,9.24717041016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502254505354,22314,1509030502254273789,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.124635939016,-0.0181094954125,-0.355798321635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112565917969,0.047900390625,9.273515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502271095054,22315,1509030502270893811,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0862864193186,0.031957933081,-0.332362504042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150886230469,0.0455053710938,9.29986083984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502277263241,22316,1509030502276949848,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0500674284935,0.0170442309765,-0.288686662165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241896972656,0.0239501953125,9.30465087891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502284254455,22317,1509030502284093684,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0564590151097,-0.0777643038303,-0.245010820287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332907714844,0.0311352539063,9.31423095703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502295785956,22318,1509030502295527820,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.117179087963,-0.222640267131,-0.21731394495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36404296875,0.067060546875,9.35494628906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502304654300,22319,1509030502304463865,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.199204449538,-0.350471999454,-0.202400242846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.311352539062,0.09580078125,9.43637695313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502314242336,22320,1509030502314074434,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.238619233671,-0.387756254716,-0.194943391794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222736816406,0.131726074219,9.56331298828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502324767634,22321,1509030502324622345,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.208791829462,-0.308926686449,-0.226901324875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160466308594,0.179626464844,9.69024902344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502344098762,22322,1509030502343871595,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00532632218016,0.00426105774413,-0.322775124118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0742456054688,0.174836425781,9.81718505859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502353682834,22323,1509030502353475668,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511326929295,0.112918030219,-0.378168874791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0239501953125,0.160466308594,9.77646972656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502364186161,22324,1509030502364007285,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0564590151097,0.13954964112,-0.396278370204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0047900390625,0.0814306640625,9.63516357422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502374124865,22325,1509030502373896747,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0255663464648,0.0745685105222,-0.372842552611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0383203125,-0.0263452148438,9.45074707031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502384761459,22326,1509030502384481362,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0788295682663,-0.0223705531567,-0.352602528326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0215551757813,-0.0742456054688,9.32381103516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502400465001,22327,1509030502400213044,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.173638103073,-0.138484376684,-0.374973081483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263452148438,-0.0598754882812,9.30704589844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502403553255,22328,1509030502403331041,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.197073920666,-0.218379209386,-0.365385701559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455053710938,-0.0790356445313,9.33339111328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502413250357,22329,1509030502413001717,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.204530771718,-0.235423440363,-0.290817191037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0215551757813,-0.102985839844,9.39326660156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502423320226,22330,1509030502423119526,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.175768631945,-0.19068233405,-0.218379209386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0934057617188,-0.102985839844,9.49385742188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502433026641,22331,1509030502432843519,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.103330650295,-0.109722236911,-0.192812862922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.124541015625,-0.124541015625,9.580078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502444054038,22332,1509030502443823079,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0436758418773,-0.0149137021044,-0.19600865623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.160466308594,-0.126936035156,9.58726318359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502453608246,22333,1509030502453364950,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0106526443603,0.031957933081,-0.251402406903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.148491210938,-0.0934057617188,9.60402832031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502464232741,22334,1509030502464078122,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276968753368,0.0138484376684,-0.321709859682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.112565917969,-0.0790356445313,9.60402832031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502472097816,22335,1509030502471873807,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362189908251,-0.0585895439817,-0.33555829735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.124541015625,-0.076640625,9.56810302734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502485310676,22336,1509030502485071556,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00106526443603,-0.141680169992,-0.290817191037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.196391601563,-0.0790356445313,9.53457275391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502493220854,22337,1509030502492992146,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0202400242846,-0.205596036154,-0.224770796003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.289797363281,-0.0742456054688,9.48906738281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502504559816,22338,1509030502504283186,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0255663464648,-0.186421276306,-0.184290747433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32572265625,-0.0742456054688,9.45553710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502514099054,22339,1509030502513880346,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.119309616836,-0.207726565026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.320932617187,-0.086220703125,9.43637695313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502528425419,22340,1509030502528245917,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0170442309765,-0.0553937506736,-0.269511902316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.359252929688,-0.0910107421875,9.42919189453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502532685809,22341,1509030502532464087,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031957933081,-0.0245010820287,-0.315318273065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.438288574219,-0.09580078125,9.45074707031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502542914558,22342,1509030502542640637,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00426105774413,-0.00745685105222,-0.344080412838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.514929199219,-0.0550854492188,9.48427734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502552519897,22343,1509030502552257155,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0298274042089,0.0117179087963,-0.315318273065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.541274414062,-0.047900390625,9.5034375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502562982279,22344,1509030502562818453,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0894822126267,0.0308926686449,-0.246076084723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.541274414062,-0.0407153320313,9.50822753906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502572637233,22345,1509030502572460919,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155528607661,0.0426105774413,-0.187486540742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.490979003906,-0.0167651367188,9.48667236328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502582261866,22346,1509030502582073658,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19068233405,0.0394147841332,-0.151267549917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.407153320313,-0.0455053710938,9.45553710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502592994683,22347,1509030502592847173,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194943391794,0.0159789665405,-0.152332814353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.373623046875,-0.0431103515625,9.37889648437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502604387919,22348,1509030502604197003,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160854929841,-0.00639158661619,-0.160854929841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.289797363281,-0.067060546875,9.29028076172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502612283264,22349,1509030502612037247,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156593872097,-0.0170442309765,-0.168311780893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.155676269531,-0.100590820313,9.20885009766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502622911669,22350,1509030502622745808,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171507574201,-0.0404800485692,-0.186421276306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0215551757813,-0.09580078125,9.14657958984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502631395140,22351,1509030502631244238,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166181252021,-0.0777643038303,-0.170442309765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107775878906,-0.076640625,9.08909912109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502643141163,22352,1509030502642962496,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182160218561,-0.127831732324,-0.13422331894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253872070313,-0.0694555664063,9.06514892578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502659209613,22353,1509030502658998191,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188551805178,-0.187486540742,-0.110787501347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366437988281,-0.0263452148438,9.05077880859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502663877220,22354,1509030502663722090,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159789665405,-0.204530771718,-0.111852765783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486188964844,0.0383203125,9.01006347656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502673513148,22355,1509030502673350139,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157659136533,-0.21731394495,-0.145941227736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.615520019531,0.067060546875,8.97413818359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502682321297,22356,1509030502682200308,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162985458713,-0.231162382619,-0.187486540742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692160644531,0.117355957031,8.97413818359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502692650665,22357,1509030502692481170,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155528607661,-0.270577166752,-0.215183416078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.694555664063,0.162861328125,9.03640869141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502703933692,22358,1509030502703739569,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153398078789,-0.289751926601,-0.180029689689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577199707031,0.167651367188,9.09628417969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502711824667,22359,1509030502711643510,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193878127358,-0.299339306525,-0.0724379816502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368833007813,0.143701171875,9.11304931641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502722331899,22360,1509030502722193589,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224770796003,-0.192812862922,0.0948085348068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301772460938,0.0718505859375,9.04119873047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502732806341,22361,1509030502732649589,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283360339984,-0.0766990393943,0.187486540742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299377441406,-0.0502954101563,8.86875732422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502743588473,22362,1509030502743447939,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305730893141,0.00852211548825,0.125701203452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347277832031,-0.150886230469,8.61488525391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502751499295,22363,1509030502751330522,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215183416078,-0.0276968753368,0.00852211548825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469423828125,-0.263452148438,8.40172851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502762242547,22364,1509030502762035590,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0521979573656,-0.13954964112,-0.13954964112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.543669433594,-0.246687011719,8.25084228516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502772656529,22365,1509030502772469544,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.159789665405,-0.253532935776,-0.247141349159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.601149902344,-0.170046386719,8.20533691406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502788510696,22366,1509030502788305873,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18535601187,-0.400539427948,-0.298274042089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653840332031,-0.05748046875,8.32748291016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502792714940,22367,1509030502792454920,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21198762277,-0.372842552611,-0.282295075548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677790527344,0.136516113281,8.47597412109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502802236531,22368,1509030502801958147,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.221575002695,-0.281229811112,-0.220509738259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.644260253906,0.21076171875,8.56219482422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502812650039,22369,1509030502812334527,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.153398078789,-0.0990695925509,-0.222640267131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625100097656,0.229921875,8.61009521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502822479387,22370,1509030502822232025,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.156593872097,-0.0362189908251,-0.323840388554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608334960938,0.244291992188,8.64841552734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502832749843,22371,1509030502832533574,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20666130059,-0.0276968753368,-0.437823683209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55564453125,0.261057128906,8.76816650391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509030502843425986,22372,1509030502843207238,crazyflie/base_link,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.272707695624,-0.147006492172,-0.507065871551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44068359375,0.354462890625,8.95497802734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
